Соотношение матрица-наполнитель,"Плотность, кг/м3","модуль упругости, ГПа","Количество отвердителя, м.%","Содержание эпоксидных групп,%_2","Температура вспышки, С_2","Поверхностная плотность, г/м2","Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Потребление смолы, г/м2","Угол нашивки, град",Шаг нашивки,Плотность нашивки
0.2821308364935253,0.6265332413754128,0.38567916812627984,0.06765370034872668,0.42746681493176253,0.0,0.14968223531737437,0.3191938200760389,0.6982349093054454,0.48897856202231027,0.0,0.2751088848090995,0.5032108218416345
0.2821308364935253,0.6265332413754128,0.38567916812627984,0.17802109912799863,0.5065354577947657,0.5893107230433702,0.14968223531737437,0.3191938200760389,0.6982349093054454,0.48897856202231027,0.0,0.2751088848090995,0.5446519459861003
0.2821308364935253,0.6265332413754128,0.38567916812627984,0.1774692621341023,0.9999999999999999,0.5893107230433702,0.14968223531737437,0.3191938200760389,0.6982349093054454,0.48897856202231027,0.0,0.2751088848090995,0.6827890264676535
0.2821308364935253,0.6265332413754128,0.38567916812627984,0.613972324306123,0.373166662604162,0.638419949963653,0.14968223531737437,0.3191938200760389,0.6982349093054454,0.48897856202231027,0.0,0.3445394289755848,0.36507374136008125
0.45785721688059366,0.6265332413754128,0.393150312183912,0.5193874635522869,0.42746681493176253,0.5893107230433702,0.14968223531737437,0.3191938200760389,0.6982349093054454,0.48897856202231027,0.0,0.3445394289755848,0.5032108218416345
0.4572011717271498,0.5635092024680461,0.3905312764441517,0.5193874635522869,0.42746681493176253,0.5893107230433702,0.14968223531737437,0.3191938200760389,0.6982349093054454,0.48897856202231027,0.0,0.3445394289755848,0.5446519459861003
0.4190841178750878,0.37443708574594625,0.4214358981733236,0.5193874635522869,0.42746681493176253,0.5893107230433702,0.14968223531737437,0.3191938200760389,0.6982349093054454,0.48897856202231027,0.0,0.3445394289755848,0.6827890264676535
0.41751850607265895,0.3534290727768239,0.2789603539303615,0.5193874635522869,0.42746681493176253,0.5893107230433702,0.2712029348506817,0.5876070988235069,0.2714286487694357,0.22636497046318735,0.0,0.4834005173085554,0.36507374136008125
0.6088828395510785,0.41645311168419097,0.4643880843053931,0.613972324306123,0.373166662604162,0.638419949963653,0.2712029348506817,0.5876070988235069,0.2714286487694357,0.22636497046318735,0.0,0.4834005173085554,0.5032108218416345
0.6041389665676619,0.773589332159268,0.7430534870158925,0.613972324306123,0.373166662604162,0.638419949963653,0.7215443507682323,0.7486550660719873,0.3425630255254373,0.6990694352696086,0.0,0.4834005173085554,0.5446519459861003
0.4863726170657554,0.8996374099740012,0.48743559881528403,0.613972324306123,0.373166662604162,0.638419949963653,0.7215443507682323,0.7486550660719873,0.3425630255254373,0.6990694352696086,0.0,0.4834005173085554,0.6827890264676535
0.47823794037393863,0.5425011894989242,0.8514815666419703,0.613972324306123,0.373166662604162,0.638419949963653,0.7215443507682323,0.7486550660719873,0.3425630255254373,0.6990694352696086,0.0,0.622261605641526,0.36507374136008125
0.2323514312137591,0.4584691376224348,0.4319120411323649,0.613972324306123,0.373166662604162,0.638419949963653,0.33553742283890325,0.4981360059076825,0.5045913281363279,0.48897856202231027,0.0,0.622261605641526,0.5032108218416345
0.4863726170657554,0.5214931765298014,0.29624598981277966,0.613972324306123,0.373166662604162,0.638419949963653,0.33553742283890325,0.4981360059076825,0.5045913281363279,0.48897856202231027,0.0,0.622261605641526,0.5446519459861003
0.6996321487215736,0.37443708574594625,0.41776924813765914,0.613972324306123,0.373166662604162,0.638419949963653,0.33553742283890325,0.4981360059076825,0.5045913281363279,0.48897856202231027,0.0,0.622261605641526,0.6827890264676535
0.48927607499014814,0.6265332413754128,0.15691328845752994,0.613972324306123,0.373166662604162,0.638419949963653,0.14968223531737437,0.3191938200760389,0.6982349093054454,0.48897856202231027,0.0,0.6916921498080113,0.36507374136008125
0.6088828395510785,0.3114130468385796,0.16267516708500268,0.613972324306123,0.373166662604162,0.638419949963653,0.14968223531737437,0.3191938200760389,0.6982349093054454,0.48897856202231027,0.0,0.6916921498080113,0.5032108218416345
0.7312375811452143,0.4584691376224348,0.26376994663975156,0.613972324306123,0.373166662604162,0.638419949963653,0.2712029348506817,0.5876070988235069,0.2714286487694357,0.22636497046318735,0.0,0.6916921498080113,0.5446519459861003
0.8666402908598673,0.332421059807702,0.2815793896701218,0.613972324306123,0.373166662604162,0.638419949963653,0.2712029348506817,0.5876070988235069,0.2714286487694357,0.22636497046318735,0.0,0.6916921498080113,0.6827890264676535
0.47823794037393863,0.5635092024680461,0.10610399510617947,0.5193874635522869,0.42746681493176253,0.5893107230433702,0.7215443507682323,0.7486550660719873,0.3425630255254373,0.6990694352696086,1.0,0.2751088848090995,0.36507374136008125
0.2323514312137591,0.39544509871506817,0.23757958924214823,0.5193874635522869,0.42746681493176253,0.5893107230433702,0.33553742283890325,0.4981360059076825,0.5045913281363279,0.48897856202231027,1.0,0.2751088848090995,0.5032108218416345
0.6996321487215736,0.3114130468385796,0.3245315758021913,0.5193874635522869,0.42746681493176253,0.5893107230433702,0.33553742283890325,0.4981360059076825,0.5045913281363279,0.48897856202231027,1.0,0.2751088848090995,0.5446519459861003
0.42249169859095126,0.46534910722444023,0.5940807094252012,0.6615816173461265,0.4315573120961932,0.43002972840826337,0.3969364377341819,0.8991394548323095,0.5514644106751203,0.5588682231849798,1.0,0.2751088848090995,0.6827890264676535
0.4056858511793877,0.4429143356761265,0.47094612189641616,0.7091763890275562,0.47088637786928034,0.8019572020374307,0.6176981105761883,0.6508492978545855,0.949222785021286,0.5053203765098121,1.0,0.3445394289755848,0.36507374136008125
0.3185238140889739,0.642566160220881,0.36935421807449226,0.46286418722580486,0.4743345124806152,0.677705776739608,0.3910089191580941,0.5241040933794126,0.5645116732910622,0.37920228832749214,1.0,0.3445394289755848,0.5032108218416345
0.2820026849865166,0.6017864986968795,0.4367805046301349,0.6492992541316318,0.6498009962245811,0.7262358165406922,0.10747984662516043,0.7062866514119674,0.510862406397816,0.23514824336295057,1.0,0.3445394289755848,0.5446519459861003
0.5605426367440667,0.391049185377208,0.24925328489968618,0.48587401426166016,0.19307077151803453,0.7282921760193287,0.37606254559809155,0.44511769776079735,0.7192312844951072,0.6349283752758683,1.0,0.3445394289755848,0.6827890264676535
0.44598237297769927,0.33677207938703013,0.3345114373670563,0.43497457652874477,0.4659534972642464,0.5201741114963869,0.5747134777344661,0.5613755642113745,0.4453405967042287,0.24426560278472245,1.0,0.4834005173085554,0.36507374136008125
0.3639560418668639,0.581066842230674,0.20508643090909362,0.7263971500303228,0.39513253926197567,0.7357746542594185,0.3822667489647307,0.4397073065595474,0.5931143344905778,0.5968525350924307,1.0,0.4834005173085554,0.5032108218416345
0.30538908940375353,0.5081091744284438,0.5181956993024641,0.7263932624475617,0.29317621432601804,0.42154291955262047,0.3465842106033621,0.623343672636226,0.5022394562327588,0.3379591854683287,1.0,0.4834005173085554,0.5446519459861003
0.26565623455392096,0.2956393061053304,0.41831080320242475,0.34243843645602706,0.42898436932256,0.7684561932930268,0.6178437209001869,0.3700630516350225,0.6259571903395948,0.23517897659831347,1.0,0.4834005173085554,0.6827890264676535
0.5550742435979531,0.5846159781478888,0.17658246830650734,0.2745870164020212,0.5348421321313394,0.4946129312170753,0.0835858646042192,0.1838440958704317,0.5070987545640002,0.4548875921283583,1.0,0.622261605641526,0.36507374136008125
0.4988063299796546,0.37930135805179743,0.6184354951245941,0.6390753932601735,0.4805977113831873,0.686289078299105,0.26933652661109925,0.6031993452388207,0.4506057070392026,0.4379796573718675,1.0,0.622261605641526,0.5032108218416345
0.48569441917345246,0.31134969855002526,0.5242436200962554,0.504926743269145,0.609643378968015,0.6194222851560542,0.29147132896242633,0.4105002667184934,0.7290169577864223,0.4159487740220602,1.0,0.622261605641526,0.5446519459861003
0.549409526956317,0.17115220788257446,0.39570359912218356,0.3511868350441928,0.48906229116207556,0.5716417259267733,0.41063925749943814,0.2838240831369805,0.7651497220622707,0.5753011433343341,1.0,0.622261605641526,0.6827890264676535
0.3910689153517455,0.37221149912472873,0.27646110574155275,0.22361615770970383,0.5237960060585923,0.7186651495705728,0.3261789327003783,0.54704202408776,0.30361901963380916,0.49606778246885486,1.0,0.6916921498080113,0.36507374136008125
0.9052832755170053,0.5159030435400251,0.8221986739893823,0.6324205651026636,0.5943988722942067,0.5955067362577976,0.49306029925757827,0.44489925977857636,0.12438641327722921,0.6252786760558566,1.0,0.6916921498080113,0.5032108218416345
0.39497125875050143,0.743118968187582,0.4865506979096428,0.5122402909575503,0.4925125164528227,0.5435723402621836,0.1984549399814938,0.39859371390302156,0.6058418929138776,0.4045781586964131,1.0,0.6916921498080113,0.5446519459861003
0.43793653716179715,0.7292512404008318,0.8065223912454182,0.6313408601229316,0.44785901343907375,0.8234752175010215,0.562351674694421,0.666616612612982,0.5416123224450244,0.3416596326026551,1.0,0.6916921498080113,0.6827890264676535
0.5084245530481099,0.49712679734485876,0.2375120279763896,0.2410480385342446,0.4927036686508891,0.6908169016107758,0.4551830527291191,0.5924584936685147,0.6443470901013679,0.7280945343997731,0.0,0.5428446265651877,0.6040780186177654
0.4373006154540843,0.5554403299658488,0.27375254494087586,0.3298142528483188,0.2065147273866842,0.3939328338976157,0.020054033798685648,0.2918035054821253,0.42101977748065705,0.7378749756867959,0.0,0.4608897698343414,0.8019087659550448
0.15457027652351302,0.49193327824227984,0.46994237869533345,0.47026883118190504,0.28336765159719757,0.40159878095240165,0.6222468955748124,0.5046509965251484,0.46190580667083386,0.1503321546613158,0.0,0.5199486391227899,0.2431950542815527
